"prim_key","work_employed","work_onleave","work_temp_unemployed","work_looking","work_retired","work_disabled","work_oth","work_occupation","work_self","inc_wage","inc_retempl","inc_self","inc_ss","inc_intdiv","inc_rent","inc_gov","inc_alimony","inc_child","inc_retsav","inc_wage_freq","inc_retempl_freq","inc_self_freq","inc_ss_freq","inc_intdiv_freq","inc_rent_freq","inc_gov_freq","inc_alimony_freq","inc_child_freq","inc_retsav_freq","paypref_b1","paypref_b2","paypref_nb1","paypref_nb2","paypref_lt10","paypref_10to25","paypref_25to50","paypref_50to100","paypref_100plus","mobile_howfunded","cc_num","paypref_web","cc_type_1","cc_type_2","cc_type_3","cc_type_4","cc_type_5","cc_type_6","cc_rewards_1","cc_rewards_2","cc_rewards_3","cc_rewards_4","cc_rewards_5","cc_rewards_6","cc_hasbal_1","cc_hasbal_2","cc_hasbal_3","cc_hasbal_4","cc_hasbal_5","cc_hasbal_6","cc_chip_1","cc_chip_2","cc_chip_3","cc_chip_4","cc_chip_5","cc_chip_6","dc_num","dc_logo_1","dc_logo_2","dc_logo_3","dc_logo_4","dc_logo_5","dc_rewards_1","dc_rewards_2","dc_rewards_3","dc_rewards_4","dc_rewards_5","dc_acct_1","dc_acct_2","dc_acct_3","dc_acct_4","dc_acct_5","shops_online","last_income_date","paypref_b1_why","paypref_b2_why","paypref_nb1_why","paypref_nb2_why","paypref_web_why","e_exp_csh","e_exp_chk","e_exp_od","e_exp_cc","e_exp_heloc","e_exp_sav","e_exp_payday","e_exp_fam","e_exp_cover","e_exp_pawn","e_exp_csh_saved","e_exp_chk_saved","e_exp_sav_saved","e_exp_svc_saved","e_exp_tot_saved","cashwith_amnt_prim","cashwith_amnt_oth","cashwith_location","cashwith_num_prim","cashwith_num_oth","interest_level","memory_lpd","memory_checkbook","memory_receipts","memory_finrec","memory_oth","next_income_date","scpc_date","gender","age","citizen","state_reside","marital_status","highest_education","hispaniclatino","hispaniclatino_group","race_white","race_black","race_asian","race_other","hh_size","income_hh","income_hh_gte500k","homeowner","home_value","home_debt","other_assets","other_debts","ind_weight"
"140105460",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,3,4,3,4,3,3,3,3,3,,1,3,1,,,,,,1,,,,,,0,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,,1,1,1,1,6,0,0,0,0,0,2000,0,0,2000,0,0,500,5000,0,5500,20,20,1,1,1,1,0,0,0,0,1,10/25/2017,9/19/2017,0,24,1,4,6,13,0,,1,0,0,0,2,11,,0,,,5000,100000,0.517911195755005
"140105475",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,7,4,4,1,4,4,4,4,4,,2,10,1,4,,,,,1,0,,,,,1,1,,,,,1,0,,,,,1,1,,,,,0,,,,,,,,,,1,9/28/2017,8,6,1,3,8,11,45,,,,0,,144,200,,11,45,0,0,56,40,0,4,4.3482141494751,,1,1,0,0,1,0,10/12/2017,9/22/2017,0,37,1,26,6,13,0,,1,0,0,0,2,8,,1,88000,92000,0,75000,0.249953985214233
"140105483",1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,4,,,,,,,,,6,3,4,1,1,4,4,4,3,,1,3,1,,,,,,0,,,,,,1,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,10/12/2017,3,3,3,3,8,0,1000,0,1000,0,0,0,0,2000,0,0,2000,0,45,2045,100,20,1,4.3482141494751,4.3482141494751,2,0,1,1,0,0,10/19/2017,9/22/2017,1,56,1,26,1,10,0,,1,0,0,0,3,14,,1,50000,70000,5000,12000,0.545842945575714
"140105489",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,7,6,3,4,1,4,3,3,3,,1,10,1,,,,,,0,,,,,,1,,,,,,1,,,,,,1,1,,,,,0,,,,,1,,,,,1,10/6/2017,3,3,3,3,3,0,0,0,1500,0,500,0,0,2000,0,0,0,700,0,700,100,0,1,1,,2,0,0,0,0,0,10/20/2017,9/25/2017,1,57,1,26,1,9,0,,1,0,0,0,2,13,,1,135000,80000,350000,1200,1.46923696994781
"140105497",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,4,2,3,1,1,1,4,4,4,,1,,3,,,,,,1,,,,,,1,,,,,,,,,,,,1,1,,,,,0,,,,,,,,,,0,,3,3,3,3,,0,0,0,0,0,0,0,0,0,0,0,253,40,0,293,20,20,1,4.3482141494751,2,2,0,1,0,0,0,10/13/2017,9/25/2017,0,55,1,26,4,12,0,,1,0,0,0,5,13,,1,75000,54000,0,25000,0.566395103931427
"140105501",0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,5,1,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10/13/2017,8,1,8,1,,0,0,0,0,0,0,0,2000,2000,0,0,0,0,0,0,20,0,6,8.6964282989502,,2,0,0,1,0,0,,9/30/2017,0,31,1,26,1,7,0,,1,0,0,0,5,5,,1,75000,0,250000,0,1.25326418876648
"140105505",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,,,,,,,,3,,4,2,4,2,4,4,4,4,4,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,1,,2,6,1,1,6,0,300,0,0,0,0,0,0,300,0,0,1519,0,0,1519,20,0,2,1,,1,0,0,1,0,0,11/2/2017,9/23/2017,0,49,1,26,3,10,0,,1,0,0,0,3,8,,0,,,0,500,0.309002220630646
"140105515",1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,3,,,,4,,4,,,,7,3,4,1,1,4,4,4,3,,1,3,2,,,,,,1,,,,,,0,,,,,,1,,,,,,1,2,,,,,0,,,,,1,,,,,1,10/16/2017,3,3,3,8,7,0,2000,0,0,0,0,0,0,2000,0,0,15000,3000,0,18000,50,50,4,1,0.0833333358168602,2,0,0,0,0,0,11/15/2017,9/26/2017,0,27,1,26,1,13,0,,1,0,0,0,3,13,,1,150000,70000,30000,10000,0.796360433101654
"140105520",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,4,4,2,4,4,4,4,4,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,10/6/2017,3,3,3,3,8,1000,,,290,,710,,,2000,,400,0,710,0,1110,20,0,4,4.3482141494751,,2,0,0,1,1,0,11/3/2017,9/24/2017,0,56,1,26,4,12,0,,1,0,0,0,2,14,,1,150000,23000,0,12000,0.420387893915176
"140105522",0,0,0,0,0,0,1,,,0,0,0,1,0,0,0,0,0,0,,,,4,,,,,,,2,3,3,2,1,3,3,3,3,,1,,1,,,,,,1,,,,,,0,,,,,,1,,,,,,1,2,,,,,0,,,,,,,,,,0,10/20/2017,6,1,1,1,,2000,0,0,0,0,0,0,0,2000,0,4000,0,0,0,4000,75,0,6,2,,2,0,0,1,0,0,11/15/2017,9/20/2017,1,66,1,26,1,9,0,,1,0,0,0,2,8,,1,125000,62000,60000,0,1.28943765163422
"140105526",0,0,0,0,1,0,0,,,0,1,0,1,1,0,0,0,0,1,,4,,4,5,,,,,6,7,3,2,1,1,1,3,3,3,,1,3,1,,,,,,1,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,10/11/2017,3,6,3,1,3,,2000,,,,,,,2000,,0,0,0,0,0,0,0,4,0,,3,1,0,0,0,0,10/31/2017,9/19/2017,1,75,1,26,1,13,0,,1,0,0,0,2,14,,1,250000,0,0,0,0.437126904726028
"140105536",0,0,0,0,1,0,0,,,0,0,1,1,1,1,0,0,0,0,,,6,4,9,4,,,,,2,3,3,2,1,3,3,3,3,,3,,1,1,6,,,,1,1,1,,,,0,0,0,,,,1,1,1,,,,1,2,,,,,0,,,,,1,,,,,0,9/22/2017,6,,,3,,,2000,,,,,,,2000,,0,19732,0,739,20471,500,0,2,2,,2,0,0,1,0,0,10/9/2017,9/19/2017,1,69,1,26,1,14,0,,1,0,0,0,2,16,,1,500000,0,50000,0,0.564917922019959
"140105593",1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,1,1,2,1,1,1,1,1,,1,,3,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,9/29/2017,6,1,3,6,,0,0,0,0,0,1700,0,0,1700,0,0,0,1700,0,1700,320,0,,4.3482141494751,,2,0,0,1,0,0,10/6/2017,9/19/2017,0,60,1,19,4,11,0,,1,0,0,0,1,7,,1,84000,0,30000,45000,0.301120847463608
"140105595",1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,,,9,,,,,,,,2,3,3,1,3,3,3,3,3,,2,3,1,6,,,,,1,1,,,,,0,0,,,,,1,1,,,,,1,3,,,,,0,,,,,1,,,,,1,9/12/2017,3,3,3,3,4,150,1850,,,,,,,2000,,152,1850,1900,0,3902,200,0,2,1,,2,0,0,1,0,0,10/4/2017,9/29/2017,0,59,1,19,1,13,0,,1,0,0,0,2,16,,1,375000,120000,1700000,0,0.495394349098206
"140105607",0,1,0,0,0,0,0,,,0,0,1,1,0,0,0,0,0,1,,,2,4,,,,,,4,6,4,4,2,1,4,4,4,4,,1,4,1,,,,,,0,,,,,,0,,,,,,1,,,,,,2,2,1,,,,1,0,,,,1,2,,,,1,10/3/2017,6,6,6,6,6,,,,2000,,,,,2000,,47,1762,5868,355,8032,100,20,2,2,0.5,1,0,1,1,0,0,11/3/2017,9/19/2017,1,70,1,45,5,13,0,,1,0,0,0,1,7,,1,75000,0,5000,0,0.310516119003296
"140105608",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,2,4,1,4,4,4,4,4,,1,4,1,,,,,,0,,,,,,0,,,,,,,,,,,,1,1,,,,,0,,,,,1,,,,,1,10/6/2017,3,1,3,1,3,,,,,,2000,,,2000,,0,0,2500,0,2500,100,100,1,1,0.333333343267441,2,1,0,1,0,0,10/20/2017,9/19/2017,1,38,1,19,1,11,0,,1,0,0,0,2,15,,1,170000,130000,20000,20000,0.637048065662384
"140105611",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,2,1,4,1,1,1,4,4,4,,1,3,2,,,,,,1,,,,,,0,,,,,,1,,,,,,1,2,,,,,0,,,,,,,,,,1,,3,3,3,3,8,,500,,,500,,,1000,2000,,0,0,0,0,0,200,40,2,2,4.3482141494751,3,0,0,0,0,0,10/20/2017,9/28/2017,1,55,1,19,1,10,0,,1,0,0,0,2,15,,1,125000,6000,20000,8000,0.517756044864655
"140105616",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,2,4,3,2,1,3,3,3,3,,1,3,1,,,,,,1,,,,,,1,,,,,,0,,,,,,1,1,,,,,0,,,,,,,,,,1,9/29/2017,6,9,3,3,9,,,,,,2000,,,2000,,,,7702,,7702,50,0,5,8.6964282989502,,2,0,0,0,0,0,10/13/2017,9/23/2017,1,59,1,19,1,5,0,,1,0,0,0,2,16,,1,200000,110000,100000,29000,1.97658121585846
"140105627",0,0,0,0,1,0,0,,,0,0,0,1,0,0,0,0,0,0,,,,4,,,,,,,4,6,4,3,1,1,1,4,4,,2,,1,2,,,,,0,0,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,,,,,,,,,,0,10/3/2017,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,100,1,1,1,2,1,0,1,0,0,11/3/2017,9/20/2017,0,68,1,19,5,9,0,,1,0,0,0,1,5,,0,,,10000,8000,1.59966731071472
"140105635",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,,,,,,4,,,,6,4,4,1,1,4,4,4,4,,1,4,1,,,,,,1,,,,,,0,,,,,,1,,,,,,1,2,,,,,0,,,,,,,,,,1,10/20/2017,3,9,3,1,3,,2000,,,,,,,2000,,0,0,1705,0,1705,20,40,4,8.6964282989502,2,2,1,1,1,1,0,11/3/2017,9/19/2017,0,32,1,19,4,12,0,,1,0,0,0,3,8,,1,8000,0,0,29000,0.435562580823898
"140105638",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,2,4,3,4,4,4,4,4,,3,3,1,1,1,,,,0,1,1,,,,0,0,1,,,,1,1,1,,,,1,1,,,,,0,,,,,,,,,,1,10/6/2017,9,3,1,1,7,0,0,0,2000,0,0,0,0,2000,0,60,500,1195,0,1755,40,100,1,0.416666656732559,1.25,1,0,0,0,1,0,11/3/2017,9/19/2017,1,41,1,19,1,13,0,,1,0,0,0,4,15,,1,280000,245000,25000,22000,0.785557627677917
"140105641",0,0,0,0,1,0,0,,,0,1,0,1,0,0,0,0,0,0,,4,,4,,,,,,,7,11,4,3,4,3,7,7,11,,2,3,2,1,,,,,0,0,,,,,0,0,,,,,0,1,,,,,2,2,1,,,,1,0,,,,2,1,,,,1,9/30/2017,8,3,3,1,3,,,,,,,,2000,2000,,0,692,446,0,1138,36,25,5,4.3482141494751,1,2,0,0,1,1,0,10/25/2017,9/21/2017,0,64,1,19,4,13,0,,1,0,0,0,2,8,,1,90000,0,40000,30000,0.249959871172905
"140105642",1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,,,,6,,,,,,6,4,4,3,4,4,3,3,3,,2,3,3,2,,,,,1,0,,,,,0,0,,,,,,,,,,,1,1,,,,,1,,,,,2,,,,,1,9/29/2017,3,3,7,3,8,,2000,,,,,,,2000,,28,68054,99000,0,167082,60,0,1,3,,2,1,1,1,0,0,10/27/2017,9/30/2017,1,47,1,19,1,13,0,,1,0,0,0,5,17,,1,500000,0,1550000,0,0.802999377250671
"140105644",1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,4,,,4,5,,,,,,2,4,4,3,4,4,4,4,3,,1,3,3,,,,,,1,,,,,,0,,,,,,0,,,,,,1,1,,,,,0,,,,,,,,,,1,10/1/2017,8,1,1,1,1,0,2000,0,0,0,0,0,0,2000,0,1000,21030,79350,0,101380,200,0,1,2,,3,0,0,1,1,0,10/18/2017,9/20/2017,0,69,1,19,4,16,0,,1,0,0,0,1,15,,1,340000,0,40000,0,0.822170794010162
"140105662",1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,,,,5,,,,,,2,3,3,1,3,3,3,3,3,,5,3,1,3,1,1,1,,1,1,1,1,1,,0,0,0,0,0,,1,1,1,1,1,,1,2,,,,,0,,,,,1,,,,,1,10/26/2017,3,3,7,1,3,0,0,0,2000,0,0,0,0,2000,0,100,9500,0,0,9600,200,20,1,0.16666667163372,0.333333343267441,1,0,0,1,1,0,11/30/2017,9/20/2017,1,30,1,17,1,13,0,,1,0,0,0,2,16,,1,250000,210000,0,150000,1.70712912082672
"140105664",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,4,6,4,4,1,1,4,4,4,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0,,,,,,,,,,1,9/29/2017,3,1,3,1,3,,2000,,,,,,,2000,,300,5187,3100,56,8643,100,0,1,2,,1,0,0,1,0,0,10/6/2017,9/20/2017,1,57,1,19,1,9,0,,1,0,0,0,3,14,,1,76000,34000,36000,34000,2.15687918663025
"140105675",0,0,0,0,1,1,0,,,0,0,0,1,0,0,0,0,0,1,,,,4,,,,,,4,3,2,3,1,1,3,3,3,3,,2,3,1,4,,,,,1,1,,,,,0,0,,,,,1,0,,,,,1,1,,,,,0,,,,,,,,,,1,,6,6,8,3,8,0,0,0,0,0,2000,0,0,2000,0,0,4201,33137,368,37706,200,0,1,2,,,,,,,,11/1/2017,9/22/2017,0,64,1,55,1,13,0,,1,0,0,0,2,13,,1,200000,6000,9000,0,0.387249708175659
"140105679",0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,2,1,2,1,1,1,1,4,,,10,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,0,,,,,1,,,,,1,10/15/2017,1,6,1,8,8,117,,,,,,,,117,,117,0,0,0,117,200,,2,1,,2,0,0,1,0,0,,10/27/2017,1,59,1,55,6,11,0,,1,0,0,0,2,4,,0,,,10000,1000,0.249946117401123
"140105681",0,0,0,0,1,0,1,,,1,0,0,1,0,0,0,0,0,1,2,,,4,,,,,,4,2,3,3,1,1,3,3,3,3,,2,3,1,3,,,,,0,1,,,,,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,9/15/2017,6,3,3,1,3,0,0,0,2000,0,0,0,0,2000,0,15,3256,484,0,3755,50,0,2,2,,5,0,0,1,1,0,10/11/2017,9/20/2017,1,64,1,55,1,14,0,,1,0,0,0,2,16,,1,200000,48000,800000,60000,0.357948929071426
"140105693",0,0,1,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,1,8,1,13,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9/12/2017,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,6,1,,1,0,0,0,0,0,11/1/2017,9/19/2017,0,50,1,55,4,10,0,,1,0,0,0,,4,,0,,,0,0,0.253044039011002
"140105695",0,0,0,0,1,0,0,,,0,1,0,1,1,0,0,0,0,0,,4,,4,4,,,,,,13,11,4,3,4,4,4,4,3,,1,3,1,,,,,,1,,,,,,0,,,,,,1,,,,,,2,2,1,,,,0,1,,,,1,2,,,,1,10/11/2017,3,3,3,3,3,,2000,,,,,,,2000,,0,0,50000,0,50000,100,0,1,2,,1,0,0,1,1,0,10/25/2017,9/20/2017,1,69,1,55,1,13,0,,1,0,0,0,2,15,,1,200000,110000,8000,12000,0.564917922019959
"140105700",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,4,2,4,1,4,4,4,4,4,,2,4,1,1,,,,,0,1,,,,,0,1,,,,,1,1,,,,,1,1,,,,,0,,,,,,,,,,1,9/22/2017,3,6,3,3,3,0,1200,0,0,0,0,0,0,1200,0,0,1500,0,25,1525,20,20,2,4.3482141494751,4.3482141494751,1,0,1,0,0,0,10/6/2017,10/1/2017,0,46,0,55,4,12,0,,0,1,0,0,,6,,1,125000,35000,0,2000,0.60244882106781
"140105736",0,0,0,0,0,0,1,,,1,0,0,0,0,0,1,0,0,0,2,,,,,,4,,,,2,6,4,1,4,4,4,2,3,,2,10,5,8,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,0,,,,,,,,,,1,9/29/2017,6,9,2,4,8,,,,2000,,,,,2000,,0,0,5,285,290,20,0,4,1,,2,0,0,1,0,0,10/20/2017,9/19/2017,0,58,1,55,4,11,0,,1,0,0,0,1,6,,0,,,1000,40000,0.301120847463608
"140105737",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,4,6,4,1,1,4,4,4,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,0,0,,,,1,2,,,,1,10/6/2017,3,3,3,1,3,,500,,,,,,,500,,0,0,0,0,0,40,80,4,6,4,2,0,0,1,1,0,10/20/2017,10/13/2017,1,64,1,55,1,14,0,,1,0,0,0,2,14,,1,300000,274000,5000,6000,0.284071981906891
"140105753",1,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,,,2,,,5,,,,,2,3,1,3,1,1,1,3,3,,2,10,1,2,,,,,1,0,,,,,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,10/12/2017,2,3,3,3,9,0,0,0,0,0,2000,0,0,2000,0,1050,0,10853,0,11903,700,100,2,2,0.416666656732559,3,1,0,0,1,0,11/15/2017,9/19/2017,0,68,1,55,1,14,0,,1,0,0,0,2,13,,1,300000,0,500000,0,0.699877560138702
"140105757",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,3,3,1,1,4,3,3,3,,4,3,2,1,6,8,,,1,1,1,1,,,0,1,1,0,,,1,1,1,0,,,1,1,,,,,0,,,,,,,,,,1,10/12/2017,3,3,3,3,3,500,,,,,,,,500,,100,0,0,0,100,100,0,2,2,,3,0,0,1,1,0,10/26/2017,9/19/2017,1,56,1,55,4,13,0,,1,0,0,0,1,13,,0,,,10000,16000,0.32580691576004
"140105760",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,6,2,4,1,1,4,4,4,3,,1,4,2,,,,,,0,,,,,,1,,,,,,1,,,,,,1,2,,,,,0,,,,,,,,,,1,10/4/2017,3,2,1,9,2,,600,,1400,,,,,2000,,0,0,350,0,350,25,100,4,2,1,2,0,0,0,1,0,10/18/2017,9/20/2017,1,43,1,55,3,13,0,,1,0,0,0,4,14,,1,155000,113000,20000,56761,0.448333352804184
"140105775",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,6,2,4,3,1,4,4,4,3,,1,,2,,,,,,1,,,,,,1,,,,,,0,,,,,,1,2,,,,,0,,,,,1,,,,,0,9/29/2017,3,3,3,1,,0,0,0,0,0,500,0,0,500,0,0,500,6000,0,6500,100,20,1,1,2,1,0,1,0,1,0,10/20/2017,9/19/2017,0,53,1,55,4,10,0,,1,0,0,0,3,11,,0,,,20000,6000,0.309002220630646
"140105781",0,0,0,0,1,0,0,,,0,1,0,1,0,0,0,0,0,0,,4,,4,,,,,,,3,4,3,1,3,3,3,3,3,,3,,1,1,4,,,,1,1,1,,,,0,0,0,,,,1,1,1,,,,1,1,,,,,0,,,,,,,,,,0,10/25/2017,6,6,6,1,,0,2000,0,0,0,0,0,0,2000,0,100,4000,10000,0,14100,300,0,2,2,,1,0,1,1,1,0,11/1/2017,9/19/2017,1,64,1,55,1,10,0,,1,0,0,0,2,11,,1,100000,0,80000,0,0.361815422773361
"140105782",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,3,12,3,2,2,3,3,3,3,,1,3,1,,,,,,0,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,9/22/2017,3,9,1,6,3,,,,,,,,1000,1000,,3,500,0,0,503,40,0,1,1,,4,1,1,1,0,0,10/6/2017,9/21/2017,0,59,1,55,1,9,0,,1,0,0,0,3,7,,1,40000,37800,0,25000,0.779654860496521
"140105802",0,0,0,0,0,1,0,,,0,0,0,0,0,0,1,0,0,0,,,,,,,4,,,,4,2,1,4,1,1,1,4,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,0,,,,,1,,,,,1,10/3/2017,3,3,1,1,1,0,0,0,200,0,1100,0,0,1300,0,0,0,1100,250,1350,100,20,1,2,4.3482141494751,2,0,1,1,0,0,11/3/2017,9/27/2017,0,60,1,55,1,10,0,,1,0,0,0,2,6,,0,,,210000,97000,0.45550936460495
"140105813",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,6,4,1,1,4,4,4,3,,1,3,1,,,,,,1,,,,,,1,,,,,,1,,,,,,2,2,1,,,,0,0,,,,1,2,,,,1,10/13/2017,3,3,1,9,7,,,,1000,,1000,,,2000,,0,1800,1800,70,3670,100,0,1,2,,2,0,0,1,1,0,10/27/2017,9/25/2017,1,43,1,55,6,13,0,,1,0,0,0,2,13,,1,15000,7500,20000,5000,0.336775302886963
"140105828",1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,,,4,,,,,,,,7,2,1,3,1,1,1,1,3,,1,3,1,,,,,,0,,,,,,0,,,,,,1,,,,,,1,2,,,,,0,,,,,,,,,,1,10/4/2017,3,3,3,3,8,900,700,,,,400,,,2000,,500,952,713,715,2880,500,0,2,2,,3,0,0,1,0,0,10/31/2017,9/19/2017,1,,1,55,4,10,0,,1,0,0,0,1,4,,0,,,20000,5000,0.348908185958862
"140105832",0,0,0,0,1,0,0,,,0,1,0,1,1,0,0,0,0,0,,4,,4,5,,,,,,2,3,3,2,1,3,3,3,3,,2,3,1,8,,,,,1,1,,,,,0,0,,,,,1,0,,,,,1,2,,,,,0,,,,,2,,,,,1,10/1/2017,6,6,6,6,3,,,,,,2000,,,2000,,0,0,150000,0,150000,200,200,2,4.3482141494751,1,3,0,0,1,1,0,10/18/2017,9/22/2017,0,75,1,55,1,9,0,,1,0,0,0,2,14,,1,280000,0,250000,0,2.45687699317932
"140105834",0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,4,6,2,1,2,1,1,1,1,2,,2,,1,1,,,,,0,0,,,,,0,0,,,,,1,1,,,,,1,1,,,,,0,,,,,2,,,,,0,10/2/2017,2,3,3,6,,200,1500,0,200,,100,,,2000,,480,799,100,0,1379,590,0,2,1,,1,0,1,1,1,0,11/1/2017,9/19/2017,1,76,1,55,1,9,0,,1,0,0,0,2,13,,1,138500,115000,80000,1250,2.36131858825684
"140105837",1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,2,2,,,,,,,,2,2,1,1,4,1,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,1,,,,,1,,,,,0,,3,2,3,3,,,2000,,,,,,,2000,,200,0,0,0,200,100,20,2,3,4.3482141494751,3,0,0,1,0,0,,9/22/2017,0,29,1,55,6,10,0,,1,0,0,0,2,12,,1,250,0,250,0,0.56883430480957
"140105848",0,0,0,0,1,0,0,,,0,0,0,1,0,1,0,0,0,1,,,,4,,6,,,,5,2,1,2,1,1,1,2,2,3,,1,,2,,,,,,0,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,9/13/2017,6,1,2,1,,0,0,0,0,0,2000,0,0,2000,0,530,0,32000,0,32530,250,0,2,1,,1,0,0,1,1,0,10/11/2017,9/20/2017,0,71,1,55,5,10,0,,1,0,0,0,1,8,,1,135000,76000,20000,0,0.52821409702301
"140105853",1,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,2,,,4,1,,,,,,7,3,3,2,3,3,7,7,7,,1,3,8,,,,,,1,,,,,,0,,,,,,1,,,,,,1,3,,,,,0,,,,,,,,,,1,10/5/2017,6,1,1,6,5,0,0,0,2000,0,0,0,0,2000,0,7,25702,67087,0,92796,40,0,1,2,,1,0,0,1,1,0,10/19/2017,10/3/2017,1,72,1,27,1,13,0,,1,0,0,0,2,13,,1,260000,0,25000,0,0.437126904726028
"140105880",0,0,0,0,1,0,0,,,0,1,0,0,1,0,0,0,0,1,,4,,,4,,,,,9,6,2,3,1,3,3,3,3,3,,6,3,6,3,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,,,,,0,,,,,1,,,,,1,10/2/2017,3,3,3,1,3,,,,,,2000,,,2000,,175,2182,18073,0,20430,100,0,1,0.5,,1,0,1,1,1,0,11/1/2017,9/19/2017,1,60,1,27,6,13,0,,1,0,0,0,2,12,,1,135000,80000,350000,11600,0.256812274456024
"140105886",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,3,7,3,4,3,3,3,3,3,,1,3,1,,,,,,1,,,,,,0,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,9/22/2017,7,3,7,3,7,,2000,,,,,,,2000,,0,5000,15000,0,20000,100,0,1,0.5,,2,0,0,1,0,0,10/20/2017,10/6/2017,1,36,1,27,1,13,0,,1,0,0,0,4,16,,1,500000,490000,100000,80000,0.785557627677917
