"prim_key","date","diary_day","tran","time","amnt","type","pi","merch","device","in_person","tran_report","amnt_orig","pi_orig","in_person_orig","device_orig","bill_orig","why_not_billpref","unexpected","can_postpone","receipt_timing","fixed_amount","automatic","from_bill_section","regularity","pmnt_desc","merch_orig","frequency","inconsistency_explain","late_fee","report_date","past_service","durable_type","why_not_pref","debit_auth","fee_flag","prepaid_logo","pay_timing","monord_source","monord_date","paypal_funding","otherpi_type","otherpi_funding","mobile_method","used_heloc","borrowed_for_purchase","prior_goods","prior_goods_time","mobile_type","mobile_funding","other_device_desc","paypref_tran","dc_num_used","authorization_method","cc_num_used","cc_debt_amnt","used_sbdc","used_linked_sbdc","cc_debt_canpay","cc_debt_whynotpay","loan_amnt_due","loan_amnt_canpay","loan_amnt_whynotpay","cc_repay_plan","module","due_date","draft_date","discount","tran_min","from_account","date_authorized","ind_payee","enough_cash","accept_cash","accept_card","purpose_orig","payee_orig","to_account","multipi_breakdown","checker","hand_checked","payee","purpose","bill","hh_income","cw_location","cw_source","cd_location","cd_account","tran_account","fee_amnt","tran_inst","tran_days","check_dep_src","rem_howmade","fee_amount","income_type","income_howpaid","ppload_gpr","ppload_loc","report_dat","ow_type","coin2cash_coin_amnt","coin2cash_reimburse","coin2cash_loc","cash_move","payment","amnt_new"
"140105635",10/30/2017,1,2,900,24,1,1,16,7,1,2,24,1,1,7,0,,,,,,,2,,"Paying coworker for pumpkins painted",16,,,,21122,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,,,,4,,,,28,6,,,0,,6,28,0,8,,,,,,,,,,,,,,,,,,,,,,1,24
"140105635",10/30/2017,1,3,,360.7,2,,,,,,,,,,,,,,,,,,,,,,,,21122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Checking Deposits",,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,0,360.7
"140105635",10/31/2017,2,1,657,7.37,1,4,4,7,1,1,7.37,4,1,7,0,,,,,,,2,,"Burger King bought breakfast",4,,,,21123,,,,4,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,"Purchases",,,0,0,,,,1,1,,,7,,,0,,7,,0,8,,,,,,,,,,,,,,,,,,,,,,1,7.37
"140105635",10/31/2017,2,2,1900,15.16,1,4,4,7,1,2,15.16,4,1,7,0,,,,,,,2,,"Bought supper for me and my son at taco Johns ",4,,,,21123,,,,4,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,"Purchases",,,0,0,,,,1,1,,,7,,,0,,7,,0,8,,,,,,,,,,,,,,,,,,,,,,1,15.16
"140105635",11/1/2017,3,1,0,8.99,1,4,5,1,0,1,8.99,4,2,1,0,,,,,,,2,,"Geek box subscription ",5,,,,21124,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,"Purchases",,,0,0,,,,,,,,7,,,0,,7,,0,8,,,,,,,,,,,,,,,,,,,,,,1,8.99
"140105638",10/19/2017,1,1,0,280.42,1,7,10,1,0,3,280.42,7,2,1,1,,0,0,1,1,1,2,3,"cell phone bill",10,,,0,21111,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"Purchases",,10/19/2017,,,,,,,,,,8,,,0,,8,,1,15,,,,,,,,,,,,,,,,,,,,,,1,280.42
"140105638",10/19/2017,1,2,1115,25,1,4,18,7,1,1,25,4,1,7,0,,,,,,,2,,"office visit co-pay",18,,,,21111,1,,,2,,,,,,,,,,,,,1,,,,,1,4,,,,,,,,,,,"Purchases",,,0,0,,,,1,1,,40,3,,,0,,3,40,0,15,,,,,,,,,,,,,,,,,,,,,,1,25
"140105638",10/19/2017,1,3,1130,55,1,3,2,7,1,2,55,3,1,7,0,,0,1,,,,2,,"bought gas for car",2,,,,21111,,,9,,0,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,"Purchases",,,0,0,,,,1,1,,,7,,,0,,7,,0,15,,,,,,,,,,,,,,,,,,,,,,1,55
"140105638",10/19/2017,1,4,,100,3,,,,,,,,,,,,,,,,,,,,,,,,21111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Checking Deposits",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,100
"140105638",10/20/2017,2,1,1600,12,1,1,19,7,1,1,12,1,1,7,0,,,,,,,2,,"landfill fee",19,,,,21112,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,,,,,,,2,20,4,,,0,,4,20,0,15,,,,,,,,,,,,,,,,,,,,,,1,12
"140105638",10/20/2017,2,2,,2861,3,,,,,,,,,,,,,,,,,,,,,,,,21112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Income/Checking Deposits duplicate",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,0,2861
"140105638",10/20/2017,2,3,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cash lost/stolen/found/forex/etc",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,5
"140105638",10/20/2017,2,4,,139.92,1,7,8,1,0,1,139.92,7,2,1,1,,0,0,1,2,0,1,3,"LP gas service",8,,,,21114,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,"Bill Reminders",10/25/2017,10/20/2017,,,,,,,,,20,8,,,0,,8,20,1,15,,,,,,,,,,,,,,,,,,,,,,1,139.92
"140105641",10/12/2017,1,1,0,2.99,1,4,7,2,0,5,2.99,4,2,2,1,9,,,3,1,1,2,3,"ITunes membership monthly dues.",7,,,0,21104,,,,4,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,"Purchases",10/12/2017,10/12/2017,0,0,,,,,,,,8,,,0,,8,,1,8,,,,,,,,,,,,,,,,,,,,,,1,2.99
"140105641",10/12/2017,1,2,0,9.99,1,3,5,2,0,4,9.99,3,2,2,0,,,,,,,2,,"Purchased a kindle book on-line.",5,,,,21104,,,4,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,"Purchases",,,0,0,,,,,,,,7,,,0,,7,,0,8,,,,,,,,,,,,,,,,,,,,,,1,9.99
"140105641",10/12/2017,1,3,750,6.76,1,5,4,6,1,1,6.76,5,1,6,0,,,,,,,2,,"Paid for food I ordered at a fast food restaurant.",4,,,,21104,,,8,,,2,,,,,,,,,,,,,,"Credit Card payment device at the restaurant",,,,,,,,,,,,,,"Purchases",,,,0,,,,1,1,,,7,,,0,,7,,0,8,,,,,,,,,,,,,,,,,,,,,,1,6.76
"140105641",10/12/2017,1,4,1020,27,1,3,2,6,1,2,27,3,1,6,0,,,,,,,2,,"Paid for filling my car tank with gas.",2,,,,21104,,,7,,0,,,,,,,,,,,,,,,"Gas pumping station",,,,1,,,,,,,,,,"Purchases",,,0,0,,,,0,1,,,7,,,0,,7,,0,8,,,,,,,,,,,,,,,,,,,,,,1,27
"140105641",10/12/2017,1,5,1051,32.9,1,3,1,6,1,3,32.9,3,1,6,0,,,,,,,2,,"Payment for groceries and household supplies.",1,,,,21104,,,8,,0,,,,,,,,,,,,,,,"Credit card payment device at the store.",,,,1,,,,,,,,,,"Purchases",,,0,0,,,,0,1,,,7,,,0,,7,,0,8,,,,,,,,,,,,,,,,,,,,,,1,32.9
"140105641",10/12/2017,1,6,1916,6.98,1,5,4,6,1,6,6.98,5,1,6,0,,,,,,,2,,"Paid for a Latte at a coffee shop.",4,,,,21104,,,8,,,2,,,,,,,,,,,,,,"Store credit card payment device.",,,,,,,,,,,,,,"Purchases",,,,0,,,,1,1,,,7,,,0,,7,,0,8,,,,,,,,,,,,,,,,,,,,,,1,6.98
"140105641",10/13/2017,2,1,730,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cash Withdrawals",,,,,,,,,,,,,1,,,,,,,,6,3,,,,,,,,,,,,,,,,,,,,0,24
"140105641",10/13/2017,2,2,,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cash lost/stolen/found/forex/etc",,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,24
"140105641",10/14/2017,3,1,839,5.38,1,5,4,7,1,1,538,5,1,7,0,,,,,,,2,,"Payment for food and drink at McDonalds fast food restaurant.",4,,,,21106,,,7,,,2,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,"Purchases",,,,0,,,,1,1,,,7,,,0,1,7,,0,8,,,,,,,,,,,,,,,,,,,,,,1,5.38
"140105641",10/14/2017,3,2,1209,16.93,1,4,5,6,1,2,16.93,4,1,6,0,,,,,,,2,,"Purchased a houseplant &amp; holder at a Nursery &amp; Garden Center.",5,,,,21106,,,,2,,,,,,,,,,,,,,,,"Credit Card/chip machine at the store cash register.",,1,,,,0,,,,,,,,"Purchases",,,0,0,,,,0,1,,,7,,,0,,7,,0,8,,,,,,,,,,,,,,,,,,,,,,1,16.93
"140105641",10/14/2017,3,3,1359,41.8,1,4,6,7,1,3,41.8,4,1,7,0,,,,,,,2,,"Paid for a manicure at a nail salon.",6,,,,21106,,,,2,,,,,,,,,,,,0,,,,,,1,4,,,0,,,,,,,,"Purchases",,,0,0,,,,0,1,,,8,,,0,,8,,0,8,,,,,,,,,,,,,,,,,,,,,,1,41.8
"140105642",10/13/2017,2,2,,5799,3,,,,,,,,,,,,,,,,,,,,,,,,21105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Income/Checking Deposits duplicate",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,0,5799
"140105644",10/4/2017,1,1,1810,179,1,2,12,7,0,1,179,2,2,5,1,,1,0,1,2,0,2,2,"The payment was for vet care for my horse. She had unexpected started losing weight and I had my equine vet come to the farm to diagnosis and treat my horse, Angie. The payment included the farm call fee, examination, injection of Vitamin B-12",12,2,,0,21096,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"Purchases",10/4/2017,,,,,,,,,,,8,,,0,,8,,1,15,,,,,,,,,,,,,,,,,,,,,,1,179
"140105644",10/4/2017,1,2,1814,55.59,1,2,8,7,0,2,55.59,2,2,5,1,,0,0,1,1,0,2,3,"The payment was for propane - fuel for the house.",8,,,,21096,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"Purchases",10/20/2017,,,,,,,,,,20,8,,,0,,8,20,1,15,,,,,,,,,,,,,,,,,,,,,,1,55.59
"140105644",10/5/2017,2,1,1230,4,1,1,4,7,1,1,4,1,1,7,0,,,,,,,2,,"I bought a turkey sandwich at a bagel/sandwich shop.",4,,,,21097,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,0,,,,,,1,,7,,,0,,7,,0,15,,,,,,,,,,,,,,,,,,,,,,1,4
"140105644",10/5/2017,2,2,1536,3,1,1,6,7,1,2,3,1,1,7,0,,,,,,,2,,"I paid for parking.",6,,,,21097,,,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,"Purchases",,,0,,,,,,,2,,8,,,0,,8,,0,15,,,,,,,,,,,,,,,,,,,,,,1,3
"140105644",10/5/2017,2,3,1735,37,1,4,1,7,1,3,37,4,1,7,0,,,,,,,2,,"I bought groceries.",1,,,,21097,,,,1,,,,,,,,,,,,,,,,,8,1,2,,,0,,,,,,,,"Purchases",,,0,0,,,,1,1,,,7,,,0,,7,,0,15,,,,,,,,,,,,,,,,,,,,,,1,37
"140105644",10/6/2017,3,1,1000,95,1,2,10,7,1,3,95,2,1,7,1,,0,0,1,1,0,2,3,"I paid for mobile phone service.",10,,,,21098,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"Purchases",10/18/2017,,,,,,,,,,,8,,,0,,8,,1,15,,,,,,,,,,,,,,,,,,,,,,1,95
"140105644",10/6/2017,3,2,1000,34,1,2,6,7,1,5,34,2,1,7,1,,,,1,1,0,2,3,"I paid for my N.Y. Times subscription for Sunday paper during the month.",6,,,,21098,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"Purchases",10/20/2017,,,,,,,,,,,8,,,0,,8,,1,15,,,,,,,,,,,,,,,,,,,,,,1,34
"140105644",10/6/2017,3,3,1100,6,1,4,4,7,1,4,6,4,1,7,0,,,,,,,2,,"I bought food for lunch.",4,,,,21098,,,,1,,,,,,,,,,,,,,,,,,1,2,,,0,,,,,,,,"Purchases",,,0,0,,,,1,1,,,7,,,0,,7,,0,15,,,,,,,,,,,,,,,,,,,,,,1,6
"140105644",10/6/2017,3,4,1432,14,1,4,1,7,1,1,14,4,1,7,0,,,,,,,2,,"I bought groceries.",1,,,,21098,,,,1,,,,,,,,,,,,,,,,,,1,2,,,0,,,,,,,,"Purchases",,,0,0,,,,1,1,,,7,,,0,,7,,0,15,,,,,,,,,,,,,,,,,,,,,,1,14
"140105644",10/6/2017,3,5,1443,30,1,4,2,7,1,2,30,4,1,7,0,,,,,,,2,,"I paid for gas.",2,,,,21098,,,,1,,,,,,,,,,,,,,,,,,1,2,,,0,,,,,,,,"Purchases",,,0,0,,,,1,1,,,7,,,0,,7,,0,15,,,,,,,,,,,,,,,,,,,,,,1,30
"140105644",10/6/2017,3,6,,95,1,2,10,7,1,6,95,2,1,7,1,,1,0,1,1,0,1,3,"I paid my month bill for mobile phone -- to US. Cellular -- I indicated this already in this survey.",10,,,,21098,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"Bill Reminders",10/18/2017,,,,,,,,,,,8,,,0,,8,,1,15,,,,,,,,,,,,,,,,,,,,,,1,95
"140105644",10/6/2017,3,7,,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cash lost/stolen/found/forex/etc",,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,39
"140105662",10/29/2017,1,1,2000,35,1,3,1,7,1,1,35,3,1,7,0,,,,,,,2,,"Payment was for groceries.",1,,,,21121,,,,,0,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,"Purchases",,,0,0,,,,0,1,,,7,,,0,,7,,0,16,,,,,,,,,,,,,,,,,,,,,,1,35
"140105662",10/30/2017,2,1,2200,25,1,3,1,7,1,1,25,3,1,7,0,,,,,,,2,,"Groceries",1,,,,21122,,,,,0,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,"Purchases",,,0,0,,,,1,1,,,7,,,0,,7,,0,16,,,,,,,,,,,,,,,,,,,,,,1,25
"140105662",10/31/2017,3,1,1400,78,1,6,19,7,0,1,78,6,2,1,1,10,0,0,1,2,1,2,3,"Water/Sewer Bill.",19,,,0,21123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Purchases",10/31/2017,10/31/2017,,,2,,,,,,20,4,,,0,,4,20,1,16,,,,,,,,,,,,,,,,,,,,,,1,78
"140105662",10/31/2017,3,2,1400,22,1,6,8,7,0,2,22,6,2,1,1,10,,,1,2,1,2,3,"Natural Gas bill.",8,,,,21123,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"Purchases",11/3/2017,10/31/2017,,,2,,,,,,20,8,,,0,,8,20,1,16,,,,,,,,,,,,,,,,,,,,,,1,22
"140105662",10/31/2017,3,3,,40,3,,,,,,,,,,,,,,,,,,,,,,,,21123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Income",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,0,40
"140105664",10/3/2017,2,1,2213,13,1,4,5,2,0,1,13,4,2,2,0,,,,,,,2,,"I bought a vintage fishing lure from e bay",5,,,,21095,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,"Purchases",,,0,0,,,,,,,,7,,,0,,7,,0,14,,,,,,,,,,,,,,,,,,,,,,1,13
"140105664",10/4/2017,3,1,1620,25,1,4,18,7,1,1,25,4,1,7,0,,,,,,,2,,"C0Pay  for doctor visit",18,,,,21096,1,,,2,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,"Purchases",,,0,0,,,,0,1,,40,3,,,0,,3,40,0,14,,,,,,,,,,,,,,,,,,,,,,1,25
"140105664",10/4/2017,3,2,,25,1,4,18,7,1,2,25,4,1,7,1,9,,,3,1,0,1,4,"Copay for doctor visit",18,40,,,21096,,,,2,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,"Bill Reminders",10/18/2017,10/18/2017,0,0,,,,,,,40,3,,,0,,3,40,1,14,,,,,,,,,,,,,,,,,,,,,,1,25
"140105675",10/18/2017,1,1,,1972,3,,,,,,,,,,,,,,,,,,,,,,,,21110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Income/Checking Deposits duplicate",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,0,1972
"140105675",10/19/2017,2,1,1400,2839.43,2,11,15,2,0,1,2839.43,11,2,2,1,10,0,0,1,2,0,2,3,"Tree removal, stump grinding, groceries, shoes, clothing, vitamins",15,,,,21111,,,,,,,,,,,,,,,,,,,,,,,,,2839.43,,,,,,,,,"Purchases",10/30/2017,,,,,,,,,,1,1,6,,0,1,1,1,1,13,,,,,,,,,,,,,,,,,,,,,,1,2839.43
"140105675",10/19/2017,2,2,1405,99,2,11,15,2,0,2,99,11,2,2,1,10,0,0,1,1,0,2,3,"Monthly mortgage payment ",15,,,0,21111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,"Purchases",,,,,,,,,,,2,1,7,,0,,1,2,1,13,,,,,,,,,,,,,,,,,,,,,,1,99
"140105675",10/20/2017,3,1,0,8,1,1,16,7,1,1,8,1,1,7,0,,,,,,,2,,"Nail trim for dog",16,,,,21112,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,,,,1,,,,28,6,,,0,,6,28,0,13,,,,,,,,,,,,,,,,,,,,,,1,8
"140105679",10/29/2017,1,1,0,20,1,1,2,7,1,1,20,1,1,7,0,,,,,,,2,,"gas",2,,,,21122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,0,,,,,,1,,7,,,0,,7,,0,4,,,,,,,,,,,,,,,,,,,,,,1,20
"140105679",10/30/2017,2,1,0,28.38,1,1,5,7,1,1,28.38,1,1,7,0,,,,,,,2,,"i bought dog food and anti freeze at fleet farm",5,,,,21122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,3,,,,,,1,,7,,,0,,7,,0,4,,,,,,,,,,,,,,,,,,,,,,1,28.38
"140105679",10/31/2017,3,1,0,20,1,1,2,7,1,1,20,1,1,7,0,,,,,,,2,,"gas, gas attendant",2,,,,21123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,3,,,,,,1,,7,,,0,,7,,0,4,,,,,,,,,,,,,,,,,,,,,,1,20
"140105681",9/29/2017,0,1,,295,3,,,,,,,,,,,,,,,,,,,,,,,,21092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Income",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,0,295
"140105681",10/1/2017,2,1,1500,183.33,1,3,1,7,1,1,183.33,3,1,7,0,,0,0,,,,2,,"groceries @ Walmart",1,,,,21094,,,,,0,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,"Purchases",,,0,3,,,,0,1,,,7,,,0,,7,,0,16,,,,,,,,,,,,,,,,,,,,,,1,183.33
"140105681",10/1/2017,2,2,1900,25.5,1,3,4,7,1,2,25.5,3,1,7,0,,,,,,,2,,"Wine &amp; soda at the MSO (symphony)",4,,,,21094,,,,,0,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,"Purchases",,,0,3,,,,0,1,,,7,,,0,,7,,0,16,,,,,,,,,,,,,,,,,,,,,,1,25.5
"140105681",10/2/2017,3,1,1000,20,1,2,17,7,1,1,20,2,1,7,0,,,,,,,2,,"church offering",17,,,,21094,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Purchases",,,,,,,,0,1,,27,5,,,0,,5,27,0,16,,,,,,,,,,,,,,,,,,,,,,1,20
"140105681",10/2/2017,3,2,1300,750.66,1,2,16,7,1,5,750.66,2,1,7,0,,0,1,,,,2,,"spouse and I keep our finances separate. Paid her 1/2 our living expenses",16,,,,21094,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,,,,,5,0,1,,31,6,,,0,1,6,31,0,16,,,,,,,,,,,,,,,,,,,,,,1,712.733697305193
"140105681",10/2/2017,3,3,1500,725.31,2,2,15,5,0,3,725.31,2,2,5,1,,0,0,1,2,0,2,3,"Visa bill",15,,,,21094,,,,,,,,,,,,,,,,,,,,,,,,,725.31,,,,,,,,,"Purchases",10/10/2017,,,,,,,,,,1,1,6,,0,1,1,1,1,16,,,,,,,,,,,,,,,,,,,,,,1,649.272617926329
"140105681",10/2/2017,3,4,1500,43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cash Withdrawals",,,,,2,,,,,,,,1,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,0,43
"140105681",10/2/2017,3,5,1500,193.93,1,2,10,5,0,2,193.93,2,2,5,1,,0,0,1,2,0,2,3,"AT&amp;T TV and Internet services",10,,,,21094,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"Purchases",10/10/2017,,,,,,,,,,,8,,,0,,8,,1,16,,,,,,,,,,,,,,,,,,,,,,1,193.93
"140105681",10/2/2017,3,6,1500,66.52,1,2,10,5,0,4,66.52,2,2,5,1,,0,0,1,2,0,2,3,"US cellular phone bill",10,,,,21094,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"Purchases",10/10/2017,,,,,,,,,,,8,,,0,,8,,1,16,,,,,,,,,,,,,,,,,,,,,,1,66.52
"140105681",10/2/2017,3,7,1520,712.49,2,2,15,7,1,8,712.49,2,1,7,0,,0,0,,,,2,,"mortgage on a home I rent to my daughter",15,,,,21094,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,712.49,,,,"Purchases",,,,,,,,0,1,,2,1,7,,0,1,1,2,0,16,,,,,,,,,,,,,,,,,,,,,,1,636.742432601822
"140105681",10/2/2017,3,8,1600,52.65,1,3,5,7,1,6,52.65,3,1,7,0,,0,0,,,,2,,"Cards, creams",5,,,,21094,,,,,0,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,"Purchases",,,0,3,,,,0,1,,,7,,,0,,7,,0,16,,,,,,,,,,,,,,,,,,,,,,1,52.65
"140105681",10/2/2017,3,9,1640,12.65,1,3,5,7,1,7,12.65,3,1,7,0,,,,,,,2,,"picked up a lock at Menards",5,,,,21094,,,,,0,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,"Purchases",,,0,3,,,,1,1,,,7,,,0,,7,,0,16,,,,,,,,,,,,,,,,,,,,,,1,12.65
"140105681",10/2/2017,3,10,,800,3,,,,,,,,,,,,,,,,,,,,,,,,21094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Checking Deposits",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,800
"140105681",10/2/2017,3,11,,20,2,,,,,,,,,,,,,,,,,,,,,,,,21094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Checking Transfers",,,,,2,,,,,,,,3,,,,,,,,,,,,1,0,0,1,,,,,,,,,,,,,,0,20
"140105695",10/16/2017,1,1,700,245,1,6,8,7,0,3,245,6,2,7,1,9,0,0,1,1,1,2,3,"payment for electricity and natural gas and paid WEenergies in Wisconsin",8,,"electronic directly from account to merchant",0,21108,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"Purchases",10/14/2017,10/14/2017,,,2,,,,,,20,8,,,0,,8,20,1,15,,,,,,,,,,,,,,,,,,,,,,1,245
"140105695",10/16/2017,1,2,700,25,1,11,16,7,0,5,25,11,2,1,0,,,,,,,2,,"I paid myself,by setting up an automatic monthly  transfer of money from my primary account to a Christmas Club Account",16,,,,21108,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,,,,,5,,,,28,6,,,0,,6,28,0,15,,,,,,,,,,,,,,,,,,,,,,1,25
"140105695",10/16/2017,1,3,700,235.89,1,6,5,7,0,4,235.89,6,2,7,0,,0,0,,,,2,,"clothing purchases on a Kohl's credit card.  Electronically paid Kohl's from my account on the date due.",5,,"I set it up to be paid electronically from my account  on the due date.",,21108,,8,9,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,,,2,,,,,,,7,,,0,,7,,0,15,,,,,,,,,,,,,,,,,,,,,,1,235.89
"140105695",10/16/2017,1,4,1541,28.63,1,4,2,7,1,2,28.63,4,1,7,0,,,,,,,2,,"gas-at the pump at a Cosco",2,,,,21108,,,,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,"Purchases",,,0,0,,,,1,0,,,7,,,0,,7,,0,15,,,,,,,,,,,,,,,,,,,,,,1,28.63
"140105695",10/16/2017,1,5,1620,36.53,1,4,1,7,1,1,36.53,4,1,7,0,,,,,,,2,,"general groceries and I paid the check out clecrk",1,,,,21108,,,,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,"Purchases",,,0,0,,,,1,1,,,7,,,0,,7,,0,15,,,,,,,,,,,,,,,,,,,,,,1,36.53
"140105695",10/16/2017,1,6,,25,2,,,,,,,,,,,,,,,,,,,,,,,,21108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Checking Transfers",,,,,2,,,,,,,,3,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,0,25
"140105695",10/17/2017,2,1,655,3.88,1,12,4,3,1,1,3.88,12,1,3,0,,,,,,,2,,"Latte from Starbucks using my Starbucks Card on the Starbucks app",4,,,,21109,,,9,,,,,,,,,,2,,,,,1,3,,,,,,,,,,,,,,,"Purchases",,,,,4,,,1,1,,,7,,,0,,7,,0,15,,,,,,,,,,,,,,,,,,,,,,1,3.88
"140105695",10/18/2017,3,1,1345,15.74,1,4,5,7,1,2,15.74,4,1,7,0,,,,,,,2,,"cloud cover-Steins Garden Mart",5,,,,21110,,,,2,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,"Purchases",,,0,2,,,,1,1,,,7,,,0,,7,,0,15,,,,,,,,,,,,,,,,,,,,,,1,15.74
"140105695",10/18/2017,3,2,1451,14.06,1,4,5,7,1,4,14.06,4,1,7,0,,,,,,,2,,"salt for the soft water conditioner. Purchased at Farm Fleet",5,,,,21110,,,,2,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,"Purchases",,,0,3,,,,1,1,,,7,,,0,,7,,0,15,,,,,,,,,,,,,,,,,,,,,,1,14.06
"140105695",10/18/2017,3,3,1514,49.9,1,4,1,7,1,3,49.9,4,1,7,0,,,,,,,2,,"groceries from Festival Foods",1,,,,21110,,,,2,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,"Purchases",,,0,3,,,,1,1,,,7,,,0,,7,,0,15,,,,,,,,,,,,,,,,,,,,,,1,49.9
"140105695",10/18/2017,3,4,1534,7.25,1,5,4,3,1,1,7.25,5,1,3,0,,,,,,,2,,"Lattes at Starbucks. Paid the barista at the drive thru window",4,,,,21110,,,9,,,6,,,,,,,2,,,,,,,,,,,,,,,,,,,,,"Purchases",,,,0,,,,1,1,,,7,,,0,,7,,0,15,,,,,,,,,,,,,,,,,,,,,,1,7.25
